job_id,job_title,company,company_name,company_id,location,job_description,keywords,experience,education,salary,job-time,description_length,cleaned_job_description,cleaned_job_description_length
JOB100046,BI Analyst,Infosphere Analytics,Infosphere Analytics,COM002,"Noida, Uttar Pradesh","We are looking for a BI Analyst to join Infosphere Analytics. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and MBA qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",8+ Years,MBA,₹6-10 LPA,Remote,360.0,we are looking for a bi analyst to join infosphere analytics the candidate should have experience with python tensorflow nlp machine learning responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 8 years experience and mba qualification are preferred,348
JOB100199,BI Analyst,BluePeak Digital,BluePeak Digital,COM011,"Nagpur, Maharashtra","We are looking for a BI Analyst to join BluePeak Digital. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Master's Degree qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",5-8 Years,Master's Degree,₹4-7 LPA,Internship,370.0,we are looking for a bi analyst to join bluepeak digital the candidate should have experience with tableau sql excel business intelligence responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 5 8 years experience and master s degree qualification are preferred,359
JOB102418,Python Developer,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,"Pune, Maharashtra","We are looking for a Python Developer to join Innovexa Pvt Ltd. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and B.Sc. qualification are preferred.","Python, Pandas, NumPy, SQL",8+ Years,B.Sc.,₹4-7 LPA,Remote,349.0,we are looking for a python developer to join innovexa pvt ltd the candidate should have experience with python pandas numpy sql responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 8 years experience and b sc qualification are preferred,336
JOB100004,Software Engineer,DataBridge Labs,DataBridge Labs,COM004,"Ahmedabad, Gujarat","We are looking for a Software Engineer to join DataBridge Labs. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Master's Degree qualification are preferred.","Python, SQL, AWS, ETL",8+ Years,Master's Degree,₹6-10 LPA,Internship,354.0,we are looking for a software engineer to join databridge labs the candidate should have experience with python sql aws etl responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 8 years experience and master s degree qualification are preferred,342
JOB100586,Data Engineer,ByteCraft Solutions,ByteCraft Solutions,COM008,"Hyderabad, Telangana","We are looking for a Data Engineer to join ByteCraft Solutions. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Master's Degree qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",3-5 Years,Master's Degree,₹5-8 LPA,Remote,375.0,we are looking for a data engineer to join bytecraft solutions the candidate should have experience with python tensorflow nlp machine learning responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 3 5 years experience and master s degree qualification are preferred,364
JOB102096,Software Engineer,Aster Technologies,Aster Technologies,COM012,"Gurugram, Haryana","We are looking for a Software Engineer to join Aster Technologies. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and BCA qualification are preferred.","Excel, Power BI, SQL, Data Visualization",1-3 Years,BCA,₹6-10 LPA,Part-Time,365.0,we are looking for a software engineer to join aster technologies the candidate should have experience with excel power bi sql data visualization responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 1 3 years experience and bca qualification are preferred,354
JOB100931,Python Developer,FinEdge Technologies,FinEdge Technologies,COM006,"Noida, Uttar Pradesh","We are looking for a Python Developer to join FinEdge Technologies. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and Any Graduate qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",0-1 Years,Any Graduate,₹5-8 LPA,Remote,381.0,we are looking for a python developer to join finedge technologies the candidate should have experience with python pandas machine learning scikit learn responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 0 1 years experience and any graduate qualification are preferred,370
JOB101636,Data Engineer,ByteCraft Solutions,ByteCraft Solutions,COM008,"Hyderabad, Telangana","We are looking for a Data Engineer to join ByteCraft Solutions. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and B.Sc. qualification are preferred.","Excel, Power BI, SQL, Data Visualization",2-4 Years,B.Sc.,₹3-5 LPA,Remote,364.0,we are looking for a data engineer to join bytecraft solutions the candidate should have experience with excel power bi sql data visualization responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 2 4 years experience and b sc qualification are preferred,352
JOB100257,Software Engineer,FinEdge Technologies,FinEdge Technologies,COM006,"Hyderabad, Telangana","We are looking for a Software Engineer to join FinEdge Technologies. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Bachelor's Degree qualification are preferred.","Python, Pandas, NumPy, SQL",3-5 Years,Bachelor's Degree,₹4-7 LPA,Part-Time,367.0,we are looking for a software engineer to join finedge technologies the candidate should have experience with python pandas numpy sql responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 3 5 years experience and bachelor s degree qualification are preferred,356
JOB100774,Data Engineer,NextGen Systems,NextGen Systems,COM005,"Mumbai, Maharashtra","We are looking for a Data Engineer to join NextGen Systems. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Master's Degree qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",3-5 Years,Master's Degree,₹8-12 LPA,Contract,376.0,we are looking for a data engineer to join nextgen systems the candidate should have experience with python pandas machine learning scikit learn responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 3 5 years experience and master s degree qualification are preferred,365
JOB102035,Python Developer,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,Delhi NCR,"We are looking for a Python Developer to join Innovexa Pvt Ltd. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and Any Graduate qualification are preferred.","Spark, Python, SQL, AWS",2-4 Years,Any Graduate,₹8-12 LPA,Remote,354.0,we are looking for a python developer to join innovexa pvt ltd the candidate should have experience with spark python sql aws responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 2 4 years experience and any graduate qualification are preferred,343
JOB100130,AI Engineer,NextGen Systems,NEXTGEN SYSTEMS,COM005,"Ahmedabad, Gujarat","We are looking for a AI Engineer to join NextGen Systems. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Bachelor's Degree qualification are preferred.","Java, Spring Boot, SQL, REST API",3-5 Years,Bachelor's Degree,₹8-12 LPA,Part-Time,362.0,we are looking for a ai engineer to join nextgen systems the candidate should have experience with java spring boot sql rest api responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 3 5 years experience and bachelor s degree qualification are preferred,351
JOB101431,Data Analyst,CloudMatrix Technologies,CloudMatrix Technologies,COM003,"Hyderabad, Telangana","We are looking for a Data Analyst to join CloudMatrix Technologies. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and BCA qualification are preferred.","Python, SQL, AWS, ETL",0-1 Years,BCA,₹4-7 LPA,Part-Time,347.0,we are looking for a data analyst to join cloudmatrix technologies the candidate should have experience with python sql aws etl responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 0 1 years experience and bca qualification are preferred,336
JOB100689,Software Engineer,BluePeak Digital,BLUEPEAK DIGITAL,COM011,"Pune, Maharashtra","We are looking for a Software Engineer to join BluePeak Digital. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and Master's Degree qualification are preferred.","Python, SQL, AWS, ETL",0-1 Years,Master's Degree,₹4-7 LPA,Internship,356.0,we are looking for a software engineer to join bluepeak digital the candidate should have experience with python sql aws etl responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 0 1 years experience and master s degree qualification are preferred,345
JOB100494,Python Developer,InsightWorks,InsightWorks,COM007,"Nagpur, Maharashtra","We are looking for a Python Developer to join InsightWorks. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Any Graduate qualification are preferred.","Java, Spring Boot, SQL, REST API",8+ Years,Any Graduate,₹10-16 LPA,Full-Time,358.0,we are looking for a python developer to join insightworks the candidate should have experience with java spring boot sql rest api responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 8 years experience and any graduate qualification are preferred,346
JOB100485,Software Engineer,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,"Nagpur, Maharashtra","We are looking for a Software Engineer to join Innovexa Pvt Ltd. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and MBA qualification are preferred.","Java, Spring Boot, SQL, REST API",8+ Years,MBA,₹4-7 LPA,Full-Time,354.0,we are looking for a software engineer to join innovexa pvt ltd the candidate should have experience with java spring boot sql rest api responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 8 years experience and mba qualification are preferred,342
JOB100901,Product Analyst,DataBridge Labs,DataBridge Labs,COM004,"Mumbai, Maharashtra","We are looking for a Product Analyst to join DataBridge Labs. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and B.Tech / B.E. qualification are preferred.","Java, Spring Boot, SQL, REST API",1-3 Years,B.Tech / B.E.,₹2.5-4 LPA,Remote,362.0,we are looking for a product analyst to join databridge labs the candidate should have experience with java spring boot sql rest api responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 1 3 years experience and b tech b e qualification are preferred,348
JOB101970,Product Analyst,CloudMatrix Technologies,CloudMatrix Technologies,COM003,Delhi NCR,"We are looking for a Product Analyst to join CloudMatrix Technologies. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and BCA qualification are preferred.","Python, SQL, AWS, ETL",2-4 Years,BCA,₹3-5 LPA,Remote,350.0,we are looking for a product analyst to join cloudmatrix technologies the candidate should have experience with python sql aws etl responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 2 4 years experience and bca qualification are preferred,339
JOB100347,Data Scientist,InsightWorks,InsightWorks,COM007,Remote,"We are looking for a Data Scientist to join InsightWorks. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and B.Tech / B.E. qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",,B.Tech / B.E.,₹3-5 LPA,Internship,367.0,we are looking for a data scientist to join insightworks the candidate should have experience with python tensorflow nlp machine learning responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 0 1 years experience and b tech b e qualification are preferred,353
JOB100146,AI Engineer,CloudMatrix Technologies,CloudMatrix Technologies,COM003,"Chennai, Tamil Nadu","We are looking for a AI Engineer to join CloudMatrix Technologies. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Bachelor's Degree qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",5-8 Years,Bachelor's Degree,₹6-10 LPA,Internship,385.0,we are looking for a ai engineer to join cloudmatrix technologies the candidate should have experience with python pandas machine learning scikit learn responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 5 8 years experience and bachelor s degree qualification are preferred,374
JOB101089,BI Analyst,FinEdge Technologies,FinEdge Technologies,COM006,Remote,"We are looking for a BI Analyst to join FinEdge Technologies. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Any Graduate qualification are preferred.","Spark, Python, SQL, AWS",8+ Years,Any Graduate,₹2.5-4 LPA,Part-Time,351.0,we are looking for a bi analyst to join finedge technologies the candidate should have experience with spark python sql aws responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 8 years experience and any graduate qualification are preferred,339
JOB101120,Power BI Developer,NextGen Systems,NextGen Systems,COM005,Remote,"We are looking for a Power BI Developer to join NextGen Systems. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and BCA qualification are preferred.","Excel, Power BI, SQL, Data Visualization",8+ Years,BCA,₹2.5-4 LPA,Contract,362.0,we are looking for a power bi developer to join nextgen systems the candidate should have experience with excel power bi sql data visualization responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 8 years experience and bca qualification are preferred,350
JOB101829,Python Developer,CloudMatrix Technologies,CloudMatrix Technologies,COM003,"Nagpur, Maharashtra","We are looking for a Python Developer to join CloudMatrix Technologies. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and MBA qualification are preferred.","Excel, Power BI, SQL, Data Visualization",5-8 Years,MBA,₹4-7 LPA,Full-Time,370.0,we are looking for a python developer to join cloudmatrix technologies the candidate should have experience with excel power bi sql data visualization responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 5 8 years experience and mba qualification are preferred,359
JOB101496,MIS Executive,Aster Technologies,Aster Technologies,COM012,"Noida, Uttar Pradesh","We are looking for a MIS Executive to join Aster Technologies. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and B.Sc. qualification are preferred.","Spark, Python, SQL, AWS",8+ Years,B.Sc.,₹2.5-4 LPA,Part-Time,345.0,we are looking for a mis executive to join aster technologies the candidate should have experience with spark python sql aws responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 8 years experience and b sc qualification are preferred,332
JOB100461,Product Analyst,DataBridge Labs,DataBridge Labs,COM004,"Hyderabad, Telangana","We are looking for a Product Analyst to join DataBridge Labs. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and MBA qualification are preferred.","Java, Spring Boot, SQL, REST API",0-1 Years,MBA,₹4-7 LPA,Remote,352.0,we are looking for a product analyst to join databridge labs the candidate should have experience with java spring boot sql rest api responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 0 1 years experience and mba qualification are preferred,341
JOB100864,BI Analyst,InsightWorks,InsightWorks,COM007,"Nagpur, Maharashtra","We are looking for a BI Analyst to join InsightWorks. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Master's Degree qualification are preferred.","Spark, Python, SQL, AWS",1-3 Years,Master's Degree,₹2.5-4 LPA,Contract,347.0,we are looking for a bi analyst to join insightworks the candidate should have experience with spark python sql aws responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 1 3 years experience and master s degree qualification are preferred,336
JOB101464,Junior Data Analyst,Aster Technologies,Aster Technologies,COM012,"Noida, Uttar Pradesh","We are looking for a Junior Data Analyst to join Aster Technologies. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Any Graduate qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",8+ Years,Any Graduate,₹8-12 LPA,Part-Time,376.0,we are looking for a junior data analyst to join aster technologies the candidate should have experience with python tensorflow nlp machine learning responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 8 years experience and any graduate qualification are preferred,364
JOB102005,Data Engineer,CloudMatrix Technologies,CloudMatrix Technologies,COM003,"Pune, Maharashtra","We are looking for a Data Engineer to join CloudMatrix Technologies. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and B.Tech / B.E. qualification are preferred.","SQL, Power BI, Excel, DAX",1-3 Years,B.Tech / B.E.,₹2.5-4 LPA,Remote,362.0,we are looking for a data engineer to join cloudmatrix technologies the candidate should have experience with sql power bi excel dax responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 1 3 years experience and b tech b e qualification are preferred,348
JOB100628,AI Engineer,BluePeak Digital,BluePeak Digital,COM011,Remote,"We are looking for a AI Engineer to join BluePeak Digital. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and B.Sc. qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",0-1 Years,B.Sc.,₹5-8 LPA,Full-Time,361.0,we are looking for a ai engineer to join bluepeak digital the candidate should have experience with tableau sql excel business intelligence responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 0 1 years experience and b sc qualification are preferred,349
JOB100352,Python Developer,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,"Hyderabad, Telangana","We are looking for a Python Developer to join Innovexa Pvt Ltd. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and B.Tech / B.E. qualification are preferred.","Spark, Python, SQL, AWS",1-3 Years,B.Tech / B.E.,₹5-8 LPA,Part-Time,355.0,we are looking for a python developer to join innovexa pvt ltd the candidate should have experience with spark python sql aws responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 1 3 years experience and b tech b e qualification are preferred,341
JOB102211,Business Analyst,InsightWorks,InsightWorks,COM007,Delhi NCR,"We are looking for a Business Analyst to join InsightWorks. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and MBA qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",0-1 Years,MBA,₹5-8 LPA,Internship,359.0,we are looking for a business analyst to join insightworks the candidate should have experience with python tensorflow nlp machine learning responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 0 1 years experience and mba qualification are preferred,348
JOB101202,ML Engineer,Aster Technologies,Aster Technologies,COM012,Delhi NCR,"We are looking for a ML Engineer to join Aster Technologies. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and Bachelor's Degree qualification are preferred.","Python, Pandas, NumPy, SQL",2-4 Years,Bachelor's Degree,₹8-12 LPA,Remote,359.0,we are looking for a ml engineer to join aster technologies the candidate should have experience with python pandas numpy sql responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 2 4 years experience and bachelor s degree qualification are preferred,348
JOB101669,Data Engineer,Infosphere Analytics,Infosphere Analytics,COM002,"Pune, Maharashtra","We are looking for a Data Engineer to join Infosphere Analytics. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Any Graduate qualification are preferred.","SQL, Power BI, Excel, DAX",5-8 Years,Any Graduate,₹10-16 LPA,Internship,357.0,we are looking for a data engineer to join infosphere analytics the candidate should have experience with sql power bi excel dax responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 5 8 years experience and any graduate qualification are preferred,346
JOB100460,Financial Analyst,Aster Technologies,Aster Technologies,COM012,"Nagpur, Maharashtra","We are looking for a Financial Analyst to join Aster Technologies. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and BCA qualification are preferred.","SQL, Power BI, Excel, DAX",8+ Years,BCA,₹3-5 LPA,Remote,349.0,we are looking for a financial analyst to join aster technologies the candidate should have experience with sql power bi excel dax responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 8 years experience and bca qualification are preferred,337
JOB100608,Junior Data Analyst,FinEdge Technologies,FinEdge Technologies,COM006,Remote,"We are looking for a Junior Data Analyst to join FinEdge Technologies. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and B.Tech / B.E. qualification are preferred.","Java, Spring Boot, SQL, REST API",0-1 Years,B.Tech / B.E.,₹4-7 LPA,Part-Time,371.0,we are looking for a junior data analyst to join finedge technologies the candidate should have experience with java spring boot sql rest api responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 0 1 years experience and b tech b e qualification are preferred,357
JOB101260,BI Analyst,NextGen Systems,NextGen Systems,COM005,Delhi NCR,"We are looking for a BI Analyst to join NextGen Systems. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and B.Tech / B.E. qualification are preferred.","Java, Spring Boot, SQL, REST API",1-3 Years,B.Tech / B.E.,₹3-5 LPA,Full-Time,357.0,we are looking for a bi analyst to join nextgen systems the candidate should have experience with java spring boot sql rest api responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 1 3 years experience and b tech b e qualification are preferred,343
JOB100311,Data Analyst,TechNova Solutions,TechNova Solutions,COM001,"Chennai, Tamil Nadu","We are looking for a Data Analyst to join TechNova Solutions. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and MBA qualification are preferred.","Java, Spring Boot, SQL, REST API",3-5 Years,MBA,₹10-16 LPA,Internship,352.0,we are looking for a data analyst to join technova solutions the candidate should have experience with java spring boot sql rest api responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 3 5 years experience and mba qualification are preferred,341
JOB101258,AI Engineer,BluePeak Digital,BluePeak Digital,COM011,"Gurugram, Haryana","We are looking for a AI Engineer to join BluePeak Digital. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Any Graduate qualification are preferred.","Python, Pandas, NumPy, SQL",1-3 Years,Any Graduate,₹3-5 LPA,Internship,352.0,we are looking for a ai engineer to join bluepeak digital the candidate should have experience with python pandas numpy sql responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 1 3 years experience and any graduate qualification are preferred,341
JOB100934,Data Scientist,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,"Ahmedabad, Gujarat","We are looking for a Data Scientist to join Innovexa Pvt Ltd. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and MBA qualification are preferred.","Java, Spring Boot, SQL, REST API",8+ Years,MBA,₹2.5-4 LPA,Internship,351.0,we are looking for a data scientist to join innovexa pvt ltd the candidate should have experience with java spring boot sql rest api responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 8 years experience and mba qualification are preferred,339
JOB101843,SQL Developer,Aster Technologies,Aster Technologies,COM012,"Mumbai, Maharashtra","We are looking for a SQL Developer to join Aster Technologies. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and BCA qualification are preferred.","SQL, Power BI, Excel, DAX",3-5 Years,BCA,₹10-16 LPA,Internship,346.0,we are looking for a sql developer to join aster technologies the candidate should have experience with sql power bi excel dax responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 3 5 years experience and bca qualification are preferred,335
JOB102118,Product Analyst,ByteCraft Solutions,ByteCraft Solutions,COM008,"Hyderabad, Telangana","We are looking for a Product Analyst to join ByteCraft Solutions. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and Bachelor's Degree qualification are preferred.","Spark, Python, SQL, AWS",2-4 Years,Bachelor's Degree,₹4-7 LPA,Full-Time,361.0,we are looking for a product analyst to join bytecraft solutions the candidate should have experience with spark python sql aws responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 2 4 years experience and bachelor s degree qualification are preferred,350
JOB101709,Data Scientist,CloudMatrix Technologies,CloudMatrix Technologies,COM003,"Mumbai, Maharashtra","We are looking for a Data Scientist to join CloudMatrix Technologies. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and BCA qualification are preferred.","Spark, Python, SQL, AWS",2-4 Years,BCA,₹2.5-4 LPA,Contract,351.0,we are looking for a data scientist to join cloudmatrix technologies the candidate should have experience with spark python sql aws responsibilities include data analysis reporting dashboard creation data cleaning problem solving and collaboration with business teams candidates with 2 4 years experience and bca qualification are preferred,340
